1.000000000000000000e+00 8.673095703125000000e-02 1.274871826171875000e-02
2.000000000000000000e+00 1.186370849609375000e-02 1.459503173828125000e-02
3.000000000000000000e+00 1.106262207031250000e-02 8.087158203125000000e-03
4.000000000000000000e+00 6.744384765625000000e-03 3.858566284179687500e-03
5.000000000000000000e+00 3.480911254882812500e-03 3.368377685546875000e-03
6.000000000000000000e+00 3.402709960937500000e-03 3.046035766601562500e-03
7.000000000000000000e+00 3.402709960937500000e-03 3.124237060546875000e-03
8.000000000000000000e+00 3.389358520507812500e-03 3.051757812500000000e-03
9.000000000000000000e+00 3.376007080078125000e-03 3.026962280273437500e-03
1.000000000000000000e+01 3.362655639648437500e-03 2.901077270507812500e-03
1.100000000000000000e+01 3.337860107421875000e-03 3.341674804687500000e-03
1.200000000000000000e+01 3.297805786132812500e-03 3.551483154296875000e-03
1.300000000000000000e+01 3.255844116210937500e-03 2.807617187500000000e-03
1.400000000000000000e+01 3.276824951171875000e-03 2.883911132812500000e-03
1.500000000000000000e+01 3.234863281250000000e-03 2.790451049804687500e-03
1.600000000000000000e+01 3.255844116210937500e-03 2.824783325195312500e-03
1.700000000000000000e+01 3.189086914062500000e-03 2.950668334960937500e-03
1.800000000000000000e+01 3.227233886718750000e-03 2.861022949218750000e-03
1.900000000000000000e+01 3.189086914062500000e-03 2.748489379882812500e-03
2.000000000000000000e+01 3.173828125000000000e-03 2.767562866210937500e-03
2.100000000000000000e+01 3.173828125000000000e-03 2.956390380859375000e-03
2.200000000000000000e+01 3.173828125000000000e-03 2.857208251953125000e-03
2.300000000000000000e+01 3.185272216796875000e-03 2.721786499023437500e-03
2.400000000000000000e+01 3.139495849609375000e-03 2.836227416992187500e-03
2.500000000000000000e+01 3.112792968750000000e-03 2.742767333984375000e-03
2.600000000000000000e+01 3.128051757812500000e-03 3.690719604492187500e-03
2.700000000000000000e+01 3.126144409179687500e-03 2.689361572265625000e-03
2.800000000000000000e+01 3.141403198242187500e-03 2.897262573242187500e-03
2.900000000000000000e+01 3.093719482421875000e-03 4.398345947265625000e-03
3.000000000000000000e+01 3.091812133789062500e-03 2.714157104492187500e-03
3.100000000000000000e+01 3.082275390625000000e-03 2.765655517578125000e-03
3.200000000000000000e+01 3.097534179687500000e-03 3.393173217773437500e-03
3.300000000000000000e+01 3.072738647460937500e-03 2.674102783203125000e-03
3.400000000000000000e+01 3.078460693359375000e-03 2.685546875000000000e-03
3.500000000000000000e+01 3.097534179687500000e-03 2.891540527343750000e-03
3.600000000000000000e+01 3.080368041992187500e-03 2.799987792968750000e-03
3.700000000000000000e+01 3.046035766601562500e-03 2.664566040039062500e-03
3.800000000000000000e+01 3.086090087890625000e-03 2.708435058593750000e-03
3.900000000000000000e+01 3.068923950195312500e-03 2.782821655273437500e-03
4.000000000000000000e+01 3.034591674804687500e-03 2.676010131835937500e-03
4.100000000000000000e+01 3.074645996093750000e-03 2.714157104492187500e-03
4.200000000000000000e+01 3.044128417968750000e-03 2.643585205078125000e-03
4.300000000000000000e+01 3.065109252929687500e-03 2.639770507812500000e-03
4.400000000000000000e+01 3.021240234375000000e-03 2.641677856445312500e-03
4.500000000000000000e+01 3.055572509765625000e-03 2.861022949218750000e-03
4.600000000000000000e+01 3.023147583007812500e-03 2.725601196289062500e-03
4.700000000000000000e+01 3.036499023437500000e-03 2.723693847656250000e-03
4.800000000000000000e+01 3.044128417968750000e-03 2.727508544921875000e-03
4.900000000000000000e+01 3.042221069335937500e-03 2.679824829101562500e-03
5.000000000000000000e+01 3.042221069335937500e-03 2.723693847656250000e-03
