1.000000000000000000e+00 6.699218750000000000e-01 4.985351562500000000e-01
2.000000000000000000e+00 4.316406250000000000e-01 4.750976562500000000e-01
3.000000000000000000e+00 4.316406250000000000e-01 4.304199218750000000e-01
4.000000000000000000e+00 4.316406250000000000e-01 4.550781250000000000e-01
5.000000000000000000e+00 4.316406250000000000e-01 3.947753906250000000e-01
6.000000000000000000e+00 3.491210937500000000e-01 2.927246093750000000e-01
7.000000000000000000e+00 3.068847656250000000e-01 2.700195312500000000e-01
8.000000000000000000e+00 2.932128906250000000e-01 2.668457031250000000e-01
9.000000000000000000e+00 2.915039062500000000e-01 2.653808593750000000e-01
1.000000000000000000e+01 2.910156250000000000e-01 2.648925781250000000e-01
1.100000000000000000e+01 2.910156250000000000e-01 2.644042968750000000e-01
1.200000000000000000e+01 2.893066406250000000e-01 2.644042968750000000e-01
1.300000000000000000e+01 2.897949218750000000e-01 2.644042968750000000e-01
1.400000000000000000e+01 2.907714843750000000e-01 2.644042968750000000e-01
1.500000000000000000e+01 2.888183593750000000e-01 2.641601562500000000e-01
1.600000000000000000e+01 2.902832031250000000e-01 2.648925781250000000e-01
1.700000000000000000e+01 2.905273437500000000e-01 2.648925781250000000e-01
1.800000000000000000e+01 2.875976562500000000e-01 2.634277343750000000e-01
1.900000000000000000e+01 2.880859375000000000e-01 2.636718750000000000e-01
2.000000000000000000e+01 2.873535156250000000e-01 2.639160156250000000e-01
2.100000000000000000e+01 2.895507812500000000e-01 2.641601562500000000e-01
2.200000000000000000e+01 2.888183593750000000e-01 2.639160156250000000e-01
2.300000000000000000e+01 2.878417968750000000e-01 2.636718750000000000e-01
2.400000000000000000e+01 2.878417968750000000e-01 2.639160156250000000e-01
2.500000000000000000e+01 2.902832031250000000e-01 2.636718750000000000e-01
2.600000000000000000e+01 2.888183593750000000e-01 2.636718750000000000e-01
2.700000000000000000e+01 2.880859375000000000e-01 2.631835937500000000e-01
2.800000000000000000e+01 2.885742187500000000e-01 2.624511718750000000e-01
2.900000000000000000e+01 2.907714843750000000e-01 2.634277343750000000e-01
3.000000000000000000e+01 2.888183593750000000e-01 2.639160156250000000e-01
3.100000000000000000e+01 2.878417968750000000e-01 2.646484375000000000e-01
3.200000000000000000e+01 2.885742187500000000e-01 2.629394531250000000e-01
3.300000000000000000e+01 2.895507812500000000e-01 2.631835937500000000e-01
3.400000000000000000e+01 2.863769531250000000e-01 2.636718750000000000e-01
3.500000000000000000e+01 2.878417968750000000e-01 2.629394531250000000e-01
3.600000000000000000e+01 2.871093750000000000e-01 2.634277343750000000e-01
3.700000000000000000e+01 2.897949218750000000e-01 2.636718750000000000e-01
3.800000000000000000e+01 2.890625000000000000e-01 2.636718750000000000e-01
3.900000000000000000e+01 2.893066406250000000e-01 2.636718750000000000e-01
4.000000000000000000e+01 2.880859375000000000e-01 2.631835937500000000e-01
