1.000000000000000000e+00 1.024414062500000000e+00 9.868164062500000000e-01
2.000000000000000000e+00 8.632812500000000000e-01 7.958984375000000000e-01
3.000000000000000000e+00 8.632812500000000000e-01 7.182617187500000000e-01
4.000000000000000000e+00 7.128906250000000000e-01 6.928710937500000000e-01
5.000000000000000000e+00 6.958007812500000000e-01 6.650390625000000000e-01
6.000000000000000000e+00 6.743164062500000000e-01 6.284179687500000000e-01
7.000000000000000000e+00 6.499023437500000000e-01 5.844726562500000000e-01
8.000000000000000000e+00 6.250000000000000000e-01 5.664062500000000000e-01
9.000000000000000000e+00 6.098632812500000000e-01 5.239257812500000000e-01
1.000000000000000000e+01 5.957031250000000000e-01 5.122070312500000000e-01
1.100000000000000000e+01 5.356445312500000000e-01 5.048828125000000000e-01
1.200000000000000000e+01 6.762695312500000000e-01 7.016601562500000000e-01
1.300000000000000000e+01 6.992187500000000000e-01 6.801757812500000000e-01
1.400000000000000000e+01 6.816406250000000000e-01 5.595703125000000000e-01
1.500000000000000000e+01 6.069335937500000000e-01 5.444335937500000000e-01
1.600000000000000000e+01 5.942382812500000000e-01 5.336914062500000000e-01
1.700000000000000000e+01 5.898437500000000000e-01 5.307617187500000000e-01
1.800000000000000000e+01 5.839843750000000000e-01 5.219726562500000000e-01
1.900000000000000000e+01 5.776367187500000000e-01 5.175781250000000000e-01
2.000000000000000000e+01 5.761718750000000000e-01 5.146484375000000000e-01
2.100000000000000000e+01 5.668945312500000000e-01 5.136718750000000000e-01
2.200000000000000000e+01 5.668945312500000000e-01 5.107421875000000000e-01
2.300000000000000000e+01 8.632812500000000000e-01 5.527343750000000000e-01
2.400000000000000000e+01 6.000976562500000000e-01 5.903320312500000000e-01
2.500000000000000000e+01 6.279296875000000000e-01 5.727539062500000000e-01
2.600000000000000000e+01 6.171875000000000000e-01 5.620117187500000000e-01
2.700000000000000000e+01 6.098632812500000000e-01 5.532226562500000000e-01
2.800000000000000000e+01 6.015625000000000000e-01 5.429687500000000000e-01
2.900000000000000000e+01 5.971679687500000000e-01 6.479492187500000000e-01
3.000000000000000000e+01 6.630859375000000000e-01 6.235351562500000000e-01
3.100000000000000000e+01 6.513671875000000000e-01 6.123046875000000000e-01
3.200000000000000000e+01 6.416015625000000000e-01 6.074218750000000000e-01
3.300000000000000000e+01 6.342773437500000000e-01 5.791015625000000000e-01
3.400000000000000000e+01 5.805664062500000000e-01 5.107421875000000000e-01
3.500000000000000000e+01 5.527343750000000000e-01 5.083007812500000000e-01
3.600000000000000000e+01 6.250000000000000000e-01 6.806640625000000000e-01
3.700000000000000000e+01 6.845703125000000000e-01 6.582031250000000000e-01
3.800000000000000000e+01 6.674804687500000000e-01 6.430664062500000000e-01
3.900000000000000000e+01 6.616210937500000000e-01 6.376953125000000000e-01
4.000000000000000000e+01 6.586914062500000000e-01 6.323242187500000000e-01
